14,12,2019,"MEX","Nezahualcoyotl PHP Ramptors",4258,"VGhpcyBpcyBhIGdyb3dpbmcgdXNlcnMgZ3JvdXAgaW4gTmV6YWh1YWxjb3lvdGwsIE1ldHJvcG9saXRhbiBNZXhpY28gQ2l0eSBhcmVhIGZvciBBcGFjaGUsIE15U1FMLCBQSFAgYW5kIHJlbGF0ZWQgdG9waWNzLiBUaGUgb2JqZWN0aXZlIGlzIHRvIHByb3ZpZGUgYW4gb3BlbiBncm91cCBmb3IgZGlzY3Vzc2lvbiBhbmQga25vd2xlZGdlIHNoYXJpbmcuIFdlIGhhdmUgYmVlbiBtZWV0aW5nIGZvciBzZXZlcmFsIG1vbnRocyBhbmQgaGF2ZSBoYWQgc2V2ZXJhbCBzcGVha2VyIHByZXNlbnRhdGlvbnMgb24gdG9waWNzIHJlbGF0ZWQgdG8gdGhpcyB0ZWNobm9sb2d5LiBPbmUgb2Ygb3VyIGdvYWxzIGlzIHRvIHByb21vdGUgdGhlIHVzYWdlIG9mIEFwYWNoZSwgTXlTUUwgYW5kIFBIUC4gQmVnaW5uZXJzIGFuZCBhZHZhbmNlZCB1c2VycyBhcmUgYWxsIGludml0ZWQgYW5kIHRoZXJlIGFyZSBzZXZlcmFsIHN1Yi1ncm91cHMgcmVsYXRlZCB0byBkaWZmZXJlbnQgdG9waWNzLg==","http://www.ramptors.net",2:7,3,,,1
15,12,2019,"USA","PHP User Group Hack Night",6118,"VGhpcyBpcyB0aGUgdGltZSB0byBjb21lIGFzayBxdWVzdGlvbnMsIHNxdWFzaCBhIGJ1ZyBvciBnZXQgUEhQIHNldHVwIG9uIHlvdXIgbWFjaGluZS4gQnJpbmcgeW91ciBjb2RlLCBhc2sgcXVlc3Rpb25zIGFuZCBoZWxwIG90aGVycyB0cm91Ymxlc2hvb3QgcHJvYmxlbXMuIElmIHlvdVxcXCdyZSBhbiBleHBlcmllbmNlZCBQSFAgZGV2ZWxvcGVyLCB0aGlzIGlzIGEgZ3JlYXQgb3Bwb3J0dW5pdHkgdG8gZ2V0IGdyb3VwIGZlZWRiYWNrIG9uIGRlc2lnbiBhbmQgY29kaW5nIHN0eWxlIGZyb20geW91ciBwZWVycy4NCg0KTW9zdCB0aW1lcyB3ZVxcXCdsbCBiZSBkaXZpbmcgZGVlcGVyIGludG8gdG9waWNzIGNvdmVyZWQgaW4gdGhlIHJlZ3VsYXIgbWVldCB1cCB0d28gd2Vla3MgZWFybGllci4NCg0KI1ZlZ2FzVGVjaA==","http://www.meetup.com/Las-Vegas-PHP-Users-Group/",3:1,3,,,1
15,12,2019,"LTU","Kaunas PHP community meetup",6400,"S2F1bmFzIFBIUCBjb21tdW5pdHkgbW9udGhseSBtZWV0dXA=","http://kaunasphp.lt",3:1,3,,,1
16,12,2019,"GBR","BrightonPHP User Group",5533,"QSBQSFAgdXNlciBncm91cCBiYXNlZCBpbiBCcmlnaHRvbiwgVUsuICBDb21lIGFsb25nIGFuZCBtZWV0IGZlbGxvdyBQSFAgZGV2ZWxvcGVycywgaGVhciBpbnRlcmVzdGluZyBwcmVzZW50YXRpb25zIGFuZCB0aGVuIGNvbnZlcnNlIG92ZXIgc29tZSBkcmlua3MgYWZ0ZXJ3YXJkcy4uLg0KDQpLaWNrb2ZmOiA3cG0NCg0KVmVudWU6IFRoZSBTa2lmZiwgR2xvdWNlc3RlciBTdHJlZXQsIEJyaWdodG9u","http://brightonphp.org/",3:2,3,2013-02-18,,1
16,12,2019,"GBR","PHPMinds User Group",6396,"UEhQTWluZHMgaXMgYSBQSFAgVXNlciBHcm91cCB3aGljaCBpcyBiYXNlZCBpbiBOb3R0aW5naGFtLg0KTWVldGluZyBvbiB0aGUgM3JkIFRodXJzZGF5IG9mIGVhY2ggbW9udGggYXQgN3BtLg0KDQpPdXIgYWltIGlzIHRvIGJyaW5nIHRoZSBQSFAgY29tbXVuaXR5IHRvZ2V0aGVyIHRvIGNvbGxhYm9yYXRlLCBuZXR3b3JrIGFuZCBzaGFyZSBrbm93bGVkZ2UgaW4gYSBmcmllbmRseSBhbmQgcHJvZmVzc2lvbmFsIGVudmlyb25tZW50Lg0KDQpXZSB3ZWxjb21lIHBlb3BsZSBhdCBhbGwgbGV2ZWxzIGFuZCBmcm9tIGFsbCBiYWNrZ3JvdW5kcy4gSWYgeW914oCZcmUgaW50ZXJlc3RlZCBpbiBQSFAsIHdvcmtpbmcgd2l0aCBEcnVwYWwgb3IgV29yZFByZXNzIG9yIGFueSB3ZWIgdGVjaG5vbG9naWVzLCB5b3XigJlyZSBtb3N0IHdlbGNvbWUgdG8gam9pbiB1cy4NCg0KWW91IGNhbiBmaW5kIHVzIG9uOiANCg0KI2lyYyAjZnJlZW5vZGUgLT4gI3BocG1pbmRzDQoNClNsYWNrIC0+IGh0dHBzOi8vc2xhY2sucGhwbWluZHMub3JnLw0KDQpUd2l0dGVyIC0+IEBQSFBNaW5kcw==","http://phpminds.org/",3:2,3,,,1
17,12,2019,"AUS","PHP Brisbane Meetup Group",2246,"QSBncm91cCBvZiBQSFAgd2ViIGRldmVsb3BlcnMgbWVldCBhbmQgdGFsayBhYm91dCB3ZWIgZGV2ZWxvcG1lbnQsIGpvYnMsIHRyaWNrcyBvZiB0aGUgdHJhZGUsIGFuZCBwcm9qZWN0cyB0aGV5IGFyZSB3b3JraW5nIG9uLiBXaGVuIHBvc3NpYmxlIHdlIGhhdmUgcHJlc2VudGF0aW9ucyBhbmQgUSZBIHRpbWUuIEFueSBsZXZlbCBmcm9tIG5ld2JpZSB0byBwaHAtby1ob2xpYyBhcmUgd2VsY29tZS4=","http://php.meetup.com/46/",3:3,3,,,1
17,12,2019,"USA","Chattanooga PHP Developers",3761,"U2luY2UgSnVseSAyMDA3LCB3ZSd2ZSBiZWVuIENoYXR0YW5vb2dhJ3MgcHJlbWllcmUgKGFuZCAuLi4gdWggLi4uIG9ubHkpIGdyb3VwIGRldm90ZWQgdG8gdGhlIGRldmVsb3BtZW50IG9mIGFwcGxpY2F0aW9ucyBhbmQgd2ViIHNpdGVzIHVzaW5nIFBIUCBhbmQgb3RoZXIgcmVsYXRlZCB0ZWNobm9sb2dpZXMuIFllcywgd2UgbWFpbmx5IGZvY3VzIG9uIFBIUCwgYnV0IHRoZXNlIGRheXMgbW9zdCB3ZWIgYXBwbGljYXRpb25zIHVzZSBmYXIgbW9yZSB0aGFuIGp1c3QgUEhQLCBzbyBhbnkgZ2l2ZW4gbW9udGggd2UgbWF5IGRpc2N1c3MgQXBhY2hlLCBNeVNRTCwgUG9zdGdyZVNRTCwgU1FMaXRlLCBKYXZhU2NyaXB0LCBIVE1MLCBDU1MsIFhIVE1MLCBYTUwsIFhTTFQsIFNPQVAsIFhNTC1SUEMsIFJFU1QsIExpbnV4LCBBcGFjaGUsIFdpbmRvd3MsIElJUywgb3IgT1MgWC4gT3VyIG9ubHkgcnVsZSAoYW5kIHdlJ3JlIGV2ZW4gZmxleGlibGUgb24gdGhpcyBvbiBvY2Nhc2lvbikgaXMgdGhhdCBpdCBoYXMgdG8gcmVsYXRlIGJhY2sgdG8gUEhQLiBTbywgaWYgeW91J3JlIGxvb2tpbmcgZm9yIGEgc3VwcG9ydGl2ZSwgaGVscGZ1bCBncm91cCBvZiBmb2xrcyBkZWRpY2F0ZWQgdG8gZ2V0dGluZyB0aGUgbW9zdCBvdXQgb2YgUEhQIHVzaW5nIHdoYXRldmVyIHRvb2xzIGFyZSBhdCBoYW5kLCBjb21lIGFuZCBqb2luIHVzIGF0IG91ciBtb250aGx5IG1lZXRpbmdzISBFdmVyeWJvZHkgaXMgd2VsY29tZSwgd2hldGhlciB5b3UncmUgd3JpdGluZyB5b3VyIGZpcnN0IGJpdCBvZiBQSFAgb3IgeW91J3ZlIGJlZW4gd29ya2luZyB3aXRoIFBIUCBzaW5jZSBiZWZvcmUgdGhlIGZhbGwgb2YgdGhlIFJvbWFuIEVtcGlyZS4=","http://www.meetup.com/chattanoogaphp/",3:3,3,,,1
17,12,2019,"GBR","PHP North-East User Group",4725,"UEhQIE5vcnRoLUVhc3QsIG9mIFBIUE5FIGlmIHlvdSB3aWxsLCBpcyBhIFBIUCB1c2VyIGdyb3VwIGZvciB0aGUgTm9ydGgtRWFzdCBvZiBFbmdsYW5kLCBVSy4NCg0KWW91IGNhbiBmaW5kIHVzIG9uIG91ciB3ZWJzaXRlLCBodHRwOi8vcGhwbmUub3JnLnVrIG9yIG9uIFR3aXR0ZXIsIEBwaHBuZS4=","http://phpne.org.uk",3:3,3,,,1
17,12,2019,"USA","NWO-PUG User Group Meeting",5222,"TW9udGhseSBtZWV0aW5nIG9mIHRoZSBOb3J0aHdlc3QgT2hpbyBQSFAgVXNlcidzIEdyb3VwLiBNZWV0aW5nIGRldGFpbHMgYXJlIGF0IHRoZSB3ZWJzaXRlLg==","http://www.nwo-pug.org",3:3,3,,,1
17,12,2019,"USA","Lake / Kenosha PHP User Group",5370,"VGhpcyBncm91cCBhbGxvd3MgUEhQIGRldmVsb3BlcnMgYXQgYWxsIGxldmVscyBvZiBleHBlcnRpc2UgZ2V0IHRvZ2V0aGVyIHRvIGRpc2N1c3MgdmFyaW91cyB0b3BpY3MgaW4gUEhQIGFuZCByZWxhdGVkIHdlYiB0ZWNobm9sb2dpZXMuIEV2ZW50cyB3aWxsIGdlbmVyYWxseSBiZSBoZWxkIGluIExha2UgQ291bnR5LCBJbGxpbm9pcywgb3IgS2Vub3NoYSBDb3VudHksIFdpc2NvbnNpbi4=","http://www.LakeKenoshaPHP.com/",3:3,3,,,1
17,12,2019,"USA","Tallahassee PHP User Group",5474,"VGFsbHlQSFAmIzM5O3MgbW9udGhseSBtZWV0dXA=","http://meetup.com/tallyphp",3:3,3,,,1
17,12,2019,"AUS","Melbourne PHP Users Group",5831,"VGhlIE1lbGJvdXJuZSBQSFAgVXNlciBHcm91cCBpcyBhIGdyb3VwIG9mIGVudGh1c2lhc3RpYyBsb2NhbCBwcm9ncmFtbWVycyB3aG8gZ2V0IHRvZ2V0aGVyIGV2ZXJ5IG1vbnRoIGFuZCBkaXNjdXNzIE9wZW4gU291cmNlIHRlY2hub2xvZ2llcyB3aXRoIGEgZm9jdXMgb24gUEhQIGFuZCBhc3NvY2lhdGVkIHRvcGljcy4gUEhQIGlzIGFuIGV4dHJlbWVseSBwb3B1bGFyIGdlbmVyYWwtcHVycG9zZSBzY3JpcHRpbmcgbGFuZ3VhZ2UgdGhhdCBpcyBoaWdobHkgc3VpdGVkIGZvciB3ZWIgZGV2ZWxvcG1lbnQuIFdlIHN0cml2ZSB0byBwcm9tb3RlIFBIUCBhbmQgT3BlbiBTb3VyY2UgaW4gdGhlIElUIGluZHVzdHJ5LCBib3RoIGxvY2FsbHkgYW5kIGludGVybmF0aW9uYWxseS4NCg0KT3VyIG1lZXRpbmdzIGFyZSBlZHVjYXRpb25hbCBhbmQgY2F0ZXIgdG8gYWxsIHNraWxsIGxldmVscy4gQW55b25lIGlzIHdlbGNvbWUgdG8gam9pbiB1cy4NCg0KQXMgYSBncm91cCwgd2UgYWltIHRvIGVkdWNhdGUgYW5kIHByb3ZpZGUgYSBmb3J1bSBmb3IgcHJvZmVzc2lvbmFscyB0byBnZXQgdG9nZXRoZXIgYW5kIGV4Y2hhbmdlIGlkZWFzIGFuZCBrbm93bGVkZ2UuIFdlIGhhdmUgYSBzdHJvbmcgbGVhbmluZyB0b3dhcmRzIE9wZW4gU291cmNlIHRlY2hub2xvZ2llcy4=","http://phpmelb.org/",3:3,3,,,1
17,12,2019,"GBR","Edinburgh PHP User Group",5797,"V2FudCB0byB0YWxrIFBIUCBpbiBFZGluYnVyZ2gsIFNjb3RsYW5kPw0KDQplZFBVRyBpcyBldmVyeSB0aGlyZCBUdWVzZGF5LCBhdCA3cG0uIA0KDQpUaGUgZ3JvdXAgYWxsb3dzIHBlb3BsZSB3aXRoIGFuIGludGVyZXN0IGluIFBIUCBhbmQgdGhlIHdlYiBpbiBnZW5lcmFsIHRvIG1lZXQgdXAgYW5kIHRhbGsgdGVjaCE=","http://www.edpug.co.uk/",3:3,3,,,1
